,City Name,City ID,Temperature,Max Temp,Humidity,Lat,Lng,Cloudiness,Wind Speed
371,Siljan,3139676,40.86,44.01,86,59.29,9.71,100,4.7
372,Chake Chake,160677,79.42,79.42,82,-5.25,39.77,100,17.81
373,Baherden,162158,53.45,53.45,45,38.44,57.43,1,1.63
374,Coquimbo,3893629,53.6,53.6,71,-29.95,-71.34,0,8.05
375,Penha,3454213,68.47,69.8,94,-26.78,-48.65,20,2.24
376,Kiruna,605155,28.4,28.4,86,67.86,20.23,76,4.7
377,Corigliano Calabro,2524929,64.99,64.99,59,39.6,16.52,32,1.01
378,San Pedro,3428576,47.98,51.01,66,-33.68,-59.66,0,5.99
379,Dehui,2037712,55.4,55.4,71,44.53,125.71,75,8.95
380,Silopi,300797,67.13,67.13,39,37.25,42.47,0,3.49
381,Camacha,2270385,66.15,68.0,88,33.08,-16.33,20,3.36
382,Santa Cruz,3389673,68.55,68.55,78,-6.22,-36.02,0,15.05
383,Cidreira,3466165,63.87,63.87,89,-30.17,-50.22,100,10.22
384,Vidim,3070862,39.96,42.01,93,50.47,14.53,0,13.87
385,Rome,6539761,60.28,66.0,82,41.89,12.48,20,4.7
386,Evensk,2125693,36.81,36.81,32,61.92,159.24,0,8.34
387,Kombissiri,2359227,77.0,77.0,83,12.07,-1.34,1,5.32
388,Haines Junction,5969025,34.92,34.92,78,60.75,-137.51,19,2.86
389,Santa Maria,3462672,72.84,77.0,41,-16.02,-48.01,0,3.36
390,Maxixe,1039536,58.11,58.11,92,-23.86,35.35,0,3.11
391,Medina,109223,84.2,84.2,45,24.47,39.61,0,1.83
392,Sisimiut,3419842,41.69,41.69,63,66.94,-53.67,0,3.78
393,Malanje,2239862,65.31,65.31,95,-9.54,16.35,25,3.62
394,Ewa Beach,5855051,83.37,87.8,74,21.32,-158.01,75,9.17
395,Saint-Pierre,2995603,35.42,37.4,93,48.95,4.24,0,2.24
396,Mersing,1732826,89.82,89.82,50,2.43,103.84,100,2.13
397,Nueve de Julio,3842882,51.32,51.32,23,-31.67,-68.39,36,3.18
398,Saint-Joseph,3037456,61.57,66.2,82,43.56,6.97,0,5.82
399,Phalodi,1259813,85.2,85.2,58,27.13,72.36,26,11.23
400,De Aar,1011632,52.89,52.89,32,-30.65,24.01,38,13.78
401,Chisinau,618426,61.68,62.6,82,47.01,28.86,0,9.17
402,Huarmey,3939168,61.31,61.31,90,-10.07,-78.15,69,16.96
403,Olavarria,3842670,44.01,44.01,66,-36.89,-60.32,32,4.0
404,Hohhot,2036892,64.4,64.4,59,40.81,111.65,20,4.47
405,Phalaborwa,965528,56.92,56.92,85,-23.95,31.14,0,3.2
406,Kawalu,1640902,82.19,82.19,54,-7.38,108.21,76,5.99
407,San Cristobal,3609418,66.62,66.62,95,14.68,-86.92,100,3.65
408,Griffith,2164422,87.49,89.01,16,-34.29,146.06,0,17.22
409,Pano Aqil,1168412,80.6,80.6,78,27.86,69.11,40,4.7
410,Lasa,146639,69.17,69.8,77,34.92,32.53,90,6.93
411,Udachnyy,2014624,24.8,24.8,92,66.42,112.4,75,4.47
412,Teguldet,1489822,42.65,42.65,75,57.31,88.17,64,10.56
413,Madridejos,2514334,55.51,55.99,59,39.47,-3.54,76,1.01
414,Galich,562161,40.11,40.11,97,58.38,42.35,67,4.27
415,Linares,3883167,40.83,40.83,89,-35.85,-71.6,0,4.07
416,Wagar,4069458,80.94,82.0,76,31.44,-87.99,0,2.17
417,Narok,184379,56.74,56.74,91,-1.09,35.87,100,13.04
418,Sibolga,1213855,79.6,79.6,81,1.74,98.78,32,13.67
419,Carutapera,3402648,78.23,78.23,80,-1.2,-46.02,1,6.44
420,Shahrud,135423,43.42,43.42,56,36.42,54.97,0,6.26
421,Mandera,187896,77.24,77.24,70,3.94,41.86,81,5.97
422,Monteagudo,3910094,56.61,56.61,57,-19.8,-63.96,100,4.23
423,Yagoua,2221030,72.33,72.33,81,10.34,15.23,100,6.78
424,Bonthe,2409914,76.76,76.76,89,7.53,-12.5,100,7.36
425,Aldan,2027968,31.85,31.85,74,58.61,125.39,100,7.61
426,Saint Petersburg,498817,41.56,42.8,81,59.94,30.32,75,4.47
427,Tateyama,1849876,80.33,82.0,39,36.66,137.31,75,10.29
428,Ligayan,1706466,82.53,82.53,74,4.65,119.47,89,6.96
429,Kathmandu,1283240,66.2,66.2,100,27.71,85.32,75,2.24
430,Havelock,4470244,76.42,79.0,78,34.88,-76.9,1,5.82
431,Padang,1633419,78.34,78.34,84,-0.92,100.36,97,14.23
432,Sabya,102651,84.2,84.2,83,17.15,42.62,20,5.82
433,Puerto Escondido,3520994,74.97,74.97,85,15.86,-97.07,38,3.31
434,Pitiquito,3992405,76.73,80.01,82,30.68,-112.05,0,9.31
435,Bagdarin,2027244,36.72,36.72,30,54.44,113.59,0,3.53
436,Vila Franca do Campo,3372472,69.58,71.01,83,37.72,-25.43,75,5.82
437,Alenquer,3407980,86.0,86.0,74,-1.95,-54.74,40,6.93
438,Bambey,2252309,75.2,75.2,83,14.7,-16.45,20,6.93
439,Mangrol,1263751,75.2,75.2,88,25.33,76.51,0,1.12
440,Ostersund,2685750,33.26,33.8,74,63.18,14.64,100,5.82
441,Leh,1264976,33.48,33.48,33,34.16,77.58,17,1.5
442,Sivaki,2016477,42.79,42.79,31,52.63,126.75,0,9.42
443,Dudinka,1507116,33.8,33.8,96,69.41,86.18,75,6.71
444,Ngunguru,2186111,60.01,60.01,55,-35.62,174.5,100,11.99
445,Progreso,3440963,53.55,55.0,54,-34.68,-56.22,90,14.99
446,Abu Zabad,380348,76.29,76.29,73,12.35,29.25,10,6.06
447,Pemberton,2063604,61.0,61.0,91,-34.44,116.03,100,1.99
448,Liaozhong,2036106,62.6,62.6,82,41.51,122.73,75,8.95
449,Aljezur,2271968,61.02,62.01,82,37.31,-8.8,16,16.8
450,Tsabong,932987,59.98,59.98,48,-26.02,22.4,0,18.21
451,Dawei,1293625,80.7,80.7,81,14.07,98.19,100,3.69
452,Petukhovo,1495022,42.84,42.84,57,55.06,67.89,97,12.91
453,Camopi,3382226,73.39,73.39,90,3.17,-52.33,0,3.41
454,Kamenka,618453,59.0,59.0,79,48.03,28.7,100,1.01
455,Namatanai,2090021,81.63,81.63,71,-3.66,152.44,69,5.91
456,Yudong,1785963,82.0,82.0,64,32.02,121.36,0,3.71
457,Colares,2269142,60.64,63.0,82,38.8,-9.45,0,8.05
458,San Rafael del Sur,3616594,77.0,77.0,100,11.85,-86.44,75,2.33
459,Bulungu,2316259,70.24,70.24,91,-4.54,18.6,62,0.85
460,Bhabua,1276371,77.93,77.93,84,25.04,83.61,79,3.74
461,Mongoumba,2384377,69.79,69.79,97,3.64,18.59,100,2.06
462,Kailua,5847486,83.39,87.8,74,21.39,-157.74,75,9.17
463,Darwen,2651495,37.62,42.8,100,53.7,-2.47,100,3.36
464,Villa Bruzual,3625346,66.23,66.23,91,9.33,-69.12,93,4.14
465,Kaeo,2189343,61.48,63.0,72,-35.1,173.78,36,10.78
466,Xichang,1789647,59.8,59.8,86,27.88,102.25,97,2.98
467,Marquette,5000947,46.8,48.99,70,46.54,-87.4,100,8.05
468,Ilo,3938415,61.31,61.31,88,-17.65,-71.34,100,13.02
469,Atambua,1651103,79.28,79.28,68,-9.11,124.89,0,9.26
470,Santa Marta,3668605,84.2,84.2,74,11.24,-74.21,75,10.29
471,San Policarpo,1688696,84.78,84.78,66,12.18,125.51,99,6.11
472,Mugur-Aksy,1498283,20.06,20.06,54,50.38,90.44,0,4.43
473,Antofagasta,3899539,57.2,57.2,82,-23.65,-70.4,90,9.17
474,Katangli,2122783,42.7,42.7,62,51.71,143.23,100,13.29
475,Aasiaat,3424901,40.92,40.92,65,68.71,-52.87,0,22.5
476,Beira,3119841,52.68,55.99,100,43.2,-8.36,100,3.36
477,Santo Domingo,3492908,79.09,80.01,94,18.48,-69.94,40,3.74
478,Petropavlovka,2017979,34.6,34.6,38,50.61,105.32,0,4.92
479,Singkang,1732871,78.19,78.8,78,2.1,102.8,75,5.1
480,Hailar,2037078,41.66,41.66,64,49.2,119.7,100,10.25
481,Aksarka,1512019,39.15,39.15,88,66.56,67.8,66,11.92
482,Paamiut,3421193,47.27,47.27,52,61.99,-49.67,94,13.11
483,Harper,4696310,78.6,82.4,47,30.3,-99.24,1,7.0
484,Arman,2127060,32.28,32.28,71,59.7,150.17,94,4.47
485,Lensk,2020838,33.21,33.21,84,60.71,114.91,100,10.85
486,Neuquen,3843123,51.8,51.8,50,-38.95,-68.06,0,2.24
487,Diu,1272502,80.14,80.14,75,20.71,70.98,55,4.27
488,Marshalltown,4866371,58.05,60.8,100,42.04,-92.91,90,5.82
489,Sumbuya,2403698,73.34,73.34,98,7.65,-11.96,100,2.17
490,Hagi,1863418,81.43,82.4,69,34.43,131.51,40,18.34
491,Acapulco,3533462,84.2,84.2,74,16.86,-99.88,75,5.82
492,Vilyuysk,2013392,32.21,32.21,55,63.75,121.63,0,3.98
493,General Roca,3855065,51.8,51.8,50,-39.03,-67.58,0,2.24
494,Moose Factory,6078372,35.6,35.6,76,51.26,-80.61,90,4.7
495,Gravdal,3147822,43.52,46.99,93,59.79,5.78,1,8.05
496,Xining,1788852,43.83,43.83,85,36.62,101.77,100,4.07
497,Kruisfontein,986717,58.29,58.29,74,-34.0,24.73,100,16.28
498,Thabazimbi,949683,49.09,49.09,78,-24.59,27.41,0,5.68
499,Biak,1637001,68.8,68.8,93,-0.91,122.88,71,3.38
500,Tiarei,4033356,82.18,82.4,65,-17.53,-149.33,20,12.75
501,Carson City,5501344,55.49,64.4,43,39.16,-119.77,1,4.7
